,Date,Title,Author,Ranking,Year,Month,List
573,2022-03-01,Sierra Six,Mark Greaney,4,2022,3,combined-print-and-e-book-fiction
574,2022-03-01,Verity,Colleen Hoover,5,2022,3,combined-print-and-e-book-fiction
575,2022-03-01,The Seven Husbands Of Evelyn Hugo,Taylor Jenkins Reid,6,2022,3,combined-print-and-e-book-fiction
576,2022-03-01,Abandoned In Death,J.D. Robb,7,2022,3,combined-print-and-e-book-fiction
577,2022-03-01,House Of Earth And Blood,Sarah J. Maas,8,2022,3,combined-print-and-e-book-fiction
578,2022-03-01,The Lincoln Highway,Amor Towles,9,2022,3,combined-print-and-e-book-fiction
579,2022-03-01,The Maid,Nita Prose,10,2022,3,combined-print-and-e-book-fiction
580,2022-03-01,Ugly Love,Colleen Hoover,11,2022,3,combined-print-and-e-book-fiction
581,2022-03-01,The Love Hypothesis,Ali Hazelwood,12,2022,3,combined-print-and-e-book-fiction
582,2022-03-01,The Midnight Library,Matt Haig,13,2022,3,combined-print-and-e-book-fiction
583,2022-03-01,The Christie Affair,Nina de Gramont,14,2022,3,combined-print-and-e-book-fiction
584,2022-03-01,The Last Thing He Told Me,Laura Dave,15,2022,3,combined-print-and-e-book-fiction
585,2022-04-01,The Match,Harlan Coben,1,2022,4,combined-print-and-e-book-fiction
586,2022-04-01,"Run, Rose, Run",Dolly Parton and James Patterson,2,2022,4,combined-print-and-e-book-fiction
587,2022-04-01,It Ends With Us,Colleen Hoover,3,2022,4,combined-print-and-e-book-fiction
588,2022-04-01,Verity,Colleen Hoover,4,2022,4,combined-print-and-e-book-fiction
589,2022-04-01,The Seven Husbands Of Evelyn Hugo,Taylor Jenkins Reid,5,2022,4,combined-print-and-e-book-fiction
590,2022-04-01,Shadows Reel,C.J. Box,6,2022,4,combined-print-and-e-book-fiction
591,2022-04-01,The Paris Apartment,Lucy Foley,7,2022,4,combined-print-and-e-book-fiction
592,2022-04-01,The Maid,Nita Prose,8,2022,4,combined-print-and-e-book-fiction
593,2022-04-01,Give Unto Others,Donna Leon,9,2022,4,combined-print-and-e-book-fiction
594,2022-04-01,The Kaiju Preservation Society,John Scalzi,10,2022,4,combined-print-and-e-book-fiction
595,2022-04-01,November 9,Colleen Hoover,11,2022,4,combined-print-and-e-book-fiction
596,2022-04-01,The Lightning Rod,Brad Meltzer,12,2022,4,combined-print-and-e-book-fiction
597,2022-04-01,Where The Crawdads Sing,Delia Owens,13,2022,4,combined-print-and-e-book-fiction
598,2022-04-01,The Love Hypothesis,Ali Hazelwood,14,2022,4,combined-print-and-e-book-fiction
599,2022-04-01,One Italian Summer,Rebecca Serle,15,2022,4,combined-print-and-e-book-fiction
