,Unnamed: 0,Date,Title,Author,Ranking,Year,Month,List
844,244,2020-05-01,educated,Tara Westover,5,2020,5,combined-print-and-e-book-nonfiction
845,245,2020-05-01,front row at the trump show,Jonathan Karl,6,2020,5,combined-print-and-e-book-nonfiction
846,246,2020-05-01,the great influenza,John M. Barry,7,2020,5,combined-print-and-e-book-nonfiction
847,247,2020-05-01,about your father and other celebrities i have known,Peggy Rowe,8,2020,5,combined-print-and-e-book-nonfiction
848,248,2020-05-01,sapiens,Yuval Noah Harari,9,2020,5,combined-print-and-e-book-nonfiction
849,249,2020-05-01,unorthodox,Deborah Feldman,10,2020,5,combined-print-and-e-book-nonfiction
850,250,2020-05-01,becoming,Michelle Obama,11,2020,5,combined-print-and-e-book-nonfiction
851,251,2020-05-01,a woman of no importance,Sonia Purnell,12,2020,5,combined-print-and-e-book-nonfiction
852,252,2020-05-01,fortitude,Dan Crenshaw,13,2020,5,combined-print-and-e-book-nonfiction
853,253,2020-05-01,the mamba mentality,Kobe Bryant,14,2020,5,combined-print-and-e-book-nonfiction
854,254,2020-05-01,born a crime,Trevor Noah,15,2020,5,combined-print-and-e-book-nonfiction
855,255,2020-06-01,untamed,Glennon Doyle,1,2020,6,combined-print-and-e-book-nonfiction
856,256,2020-06-01,becoming,Michelle Obama,2,2020,6,combined-print-and-e-book-nonfiction
857,257,2020-06-01,plague of corruption,Judy Mikovits and Kent Heckenlively,3,2020,6,combined-print-and-e-book-nonfiction
858,258,2020-06-01,the splendid and the vile,Erik Larson,4,2020,6,combined-print-and-e-book-nonfiction
859,259,2020-06-01,the great influenza,John M. Barry,5,2020,6,combined-print-and-e-book-nonfiction
860,260,2020-06-01,the chiffon trenches,André Leon Talley,6,2020,6,combined-print-and-e-book-nonfiction
861,261,2020-06-01,educated,Tara Westover,7,2020,6,combined-print-and-e-book-nonfiction
862,262,2020-06-01,hidden valley road,Robert Kolker,8,2020,6,combined-print-and-e-book-nonfiction
863,263,2020-06-01,a woman of no importance,Sonia Purnell,9,2020,6,combined-print-and-e-book-nonfiction
864,264,2020-06-01,the library book,Susan Orlean,10,2020,6,combined-print-and-e-book-nonfiction
865,265,2020-06-01,american crusade,Pete Hegseth,11,2020,6,combined-print-and-e-book-nonfiction
866,266,2020-06-01,the body keeps the score,Bessel van der Kolk,12,2020,6,combined-print-and-e-book-nonfiction
867,267,2020-06-01,the mamba mentality,Kobe Bryant,13,2020,6,combined-print-and-e-book-nonfiction
868,268,2020-06-01,sapiens,Yuval Noah Harari,14,2020,6,combined-print-and-e-book-nonfiction
869,269,2020-06-01,the world,Richard Haass,15,2020,6,combined-print-and-e-book-nonfiction
870,270,2020-07-01,how to be an antiracist,Ibram X. Kendi,1,2020,7,combined-print-and-e-book-nonfiction
871,271,2020-07-01,white fragility,Robin DiAngelo,2,2020,7,combined-print-and-e-book-nonfiction
872,272,2020-07-01,so you want to talk about race,Ijeoma Oluo,3,2020,7,combined-print-and-e-book-nonfiction
873,273,2020-07-01,countdown 1945,Chris Wallace with Mitch Weiss,4,2020,7,combined-print-and-e-book-nonfiction
874,274,2020-07-01,the color of law,Richard Rothstein,5,2020,7,combined-print-and-e-book-nonfiction
875,275,2020-07-01,stamped from the beginning,Ibram X. Kendi,6,2020,7,combined-print-and-e-book-nonfiction
876,276,2020-07-01,why are all the black kids sitting together in the cafeteria,Beverly Daniel Tatum,7,2020,7,combined-print-and-e-book-nonfiction
877,277,2020-07-01,untamed,Glennon Doyle,8,2020,7,combined-print-and-e-book-nonfiction
878,278,2020-07-01,me and white supremacy,Layla F. Saad,9,2020,7,combined-print-and-e-book-nonfiction
879,279,2020-07-01,the splendid and the vile,Erik Larson,10,2020,7,combined-print-and-e-book-nonfiction
880,280,2020-07-01,im still here,Austin Channing Brown,11,2020,7,combined-print-and-e-book-nonfiction
881,281,2020-07-01,the new jim crow,Michelle Alexander,12,2020,7,combined-print-and-e-book-nonfiction
882,282,2020-07-01,just mercy,Bryan Stevenson,13,2020,7,combined-print-and-e-book-nonfiction
883,283,2020-07-01,between the world and me,Ta-Nehisi Coates,14,2020,7,combined-print-and-e-book-nonfiction
884,284,2020-07-01,becoming,Michelle Obama,15,2020,7,combined-print-and-e-book-nonfiction
885,285,2020-08-01,too much and never enough,Mary L. Trump,1,2020,8,combined-print-and-e-book-nonfiction
886,286,2020-08-01,white fragility,Robin DiAngelo,2,2020,8,combined-print-and-e-book-nonfiction
887,287,2020-08-01,how to be an antiracist,Ibram X. Kendi,3,2020,8,combined-print-and-e-book-nonfiction
888,288,2020-08-01,the room where it happened,John Bolton,4,2020,8,combined-print-and-e-book-nonfiction
889,289,2020-08-01,untamed,Glennon Doyle,5,2020,8,combined-print-and-e-book-nonfiction
890,290,2020-08-01,alexander hamilton,Ron Chernow,6,2020,8,combined-print-and-e-book-nonfiction
891,291,2020-08-01,begin again,Eddie S. Glaude Jr.,7,2020,8,combined-print-and-e-book-nonfiction
892,292,2020-08-01,so you want to talk about race,Ijeoma Oluo,8,2020,8,combined-print-and-e-book-nonfiction
893,293,2020-08-01,the color of law,Richard Rothstein,9,2020,8,combined-print-and-e-book-nonfiction
894,294,2020-08-01,the splendid and the vile,Erik Larson,10,2020,8,combined-print-and-e-book-nonfiction
895,295,2020-08-01,a very punchable face,Colin Jost,11,2020,8,combined-print-and-e-book-nonfiction
896,296,2020-08-01,the new jim crow,Michelle Alexander,12,2020,8,combined-print-and-e-book-nonfiction
897,297,2020-08-01,me and white supremacy,Layla F. Saad,13,2020,8,combined-print-and-e-book-nonfiction
898,298,2020-08-01,just mercy,Bryan Stevenson,14,2020,8,combined-print-and-e-book-nonfiction
899,299,2020-08-01,stamped from the beginning,Ibram X. Kendi,15,2020,8,combined-print-and-e-book-nonfiction
900,300,2020-09-01,untamed,Glennon Doyle,1,2020,9,combined-print-and-e-book-nonfiction
901,301,2020-09-01,live free or die,Sean Hannity,2,2020,9,combined-print-and-e-book-nonfiction
902,302,2020-09-01,caste,Isabel Wilkerson,3,2020,9,combined-print-and-e-book-nonfiction
903,303,2020-09-01,just mercy,Bryan Stevenson,4,2020,9,combined-print-and-e-book-nonfiction
904,304,2020-09-01,too much and never enough,Mary L. Trump,5,2020,9,combined-print-and-e-book-nonfiction
905,305,2020-09-01,how to be an antiracist,Ibram X. Kendi,6,2020,9,combined-print-and-e-book-nonfiction
906,306,2020-09-01,white fragility,Robin DiAngelo,7,2020,9,combined-print-and-e-book-nonfiction
907,307,2020-09-01,live in love,Lauren Akins with Mark Dagostino,8,2020,9,combined-print-and-e-book-nonfiction
908,308,2020-09-01,becoming,Michelle Obama,9,2020,9,combined-print-and-e-book-nonfiction
909,309,2020-09-01,the answer is ,Alex Trebek,10,2020,9,combined-print-and-e-book-nonfiction
910,310,2020-09-01,finding freedom,Omid Scobie and Carolyn Durand,11,2020,9,combined-print-and-e-book-nonfiction
911,311,2020-09-01,educated,Tara Westover,12,2020,9,combined-print-and-e-book-nonfiction
912,312,2020-09-01,the warmth of other suns,Isabel Wilkerson,13,2020,9,combined-print-and-e-book-nonfiction
913,313,2020-09-01,it was all a lie,Stuart Stevens,14,2020,9,combined-print-and-e-book-nonfiction
914,314,2020-09-01,so you want to talk about race,Ijeoma Oluo,15,2020,9,combined-print-and-e-book-nonfiction
915,315,2020-10-01,rage,Bob Woodward,1,2020,10,combined-print-and-e-book-nonfiction
916,316,2020-10-01,blackout,Candace Owens,2,2020,10,combined-print-and-e-book-nonfiction
917,317,2020-10-01,disloyal,Michael Cohen,3,2020,10,combined-print-and-e-book-nonfiction
918,318,2020-10-01,killing crazy horse,Bill O'Reilly and Martin Dugard,4,2020,10,combined-print-and-e-book-nonfiction
919,319,2020-10-01,caste,Isabel Wilkerson,5,2020,10,combined-print-and-e-book-nonfiction
920,320,2020-10-01,compromised,Peter Strzok,6,2020,10,combined-print-and-e-book-nonfiction
921,321,2020-10-01,untamed,Glennon Doyle,7,2020,10,combined-print-and-e-book-nonfiction
922,322,2020-10-01,speaking for myself,Sarah Huckabee Sanders,8,2020,10,combined-print-and-e-book-nonfiction
923,323,2020-10-01,everything beautiful in its time,Jenna Bush Hager,9,2020,10,combined-print-and-e-book-nonfiction
924,324,2020-10-01,live free or die,Sean Hannity,10,2020,10,combined-print-and-e-book-nonfiction
925,325,2020-10-01,too much and never enough,Mary L. Trump,11,2020,10,combined-print-and-e-book-nonfiction
926,326,2020-10-01,white fragility,Robin DiAngelo,12,2020,10,combined-print-and-e-book-nonfiction
927,327,2020-10-01,how to be an antiracist,Ibram X. Kendi,13,2020,10,combined-print-and-e-book-nonfiction
928,328,2020-10-01,melania and me,Stephanie Winston Wolkoff,14,2020,10,combined-print-and-e-book-nonfiction
929,329,2020-10-01,so you want to talk about race,Ijeoma Oluo,15,2020,10,combined-print-and-e-book-nonfiction
930,330,2020-11-01,caste,Isabel Wilkerson,1,2020,11,combined-print-and-e-book-nonfiction
931,331,2020-11-01,is this anything,Jerry Seinfeld,2,2020,11,combined-print-and-e-book-nonfiction
932,332,2020-11-01,untamed,Glennon Doyle,3,2020,11,combined-print-and-e-book-nonfiction
933,333,2020-11-01,killing crazy horse,Bill O'Reilly and Martin Dugard,4,2020,11,combined-print-and-e-book-nonfiction
934,334,2020-11-01,blackout,Candace Owens,5,2020,11,combined-print-and-e-book-nonfiction
935,335,2020-11-01,rage,Bob Woodward,6,2020,11,combined-print-and-e-book-nonfiction
936,336,2020-11-01,american crisis,Andrew Cuomo,7,2020,11,combined-print-and-e-book-nonfiction
937,337,2020-11-01,ten lessons for a postpandemic world,Fareed Zakaria,8,2020,11,combined-print-and-e-book-nonfiction
938,338,2020-11-01,humans,Brandon Stanton,9,2020,11,combined-print-and-e-book-nonfiction
939,339,2020-11-01,white fragility,Robin DiAngelo,10,2020,11,combined-print-and-e-book-nonfiction
940,340,2020-11-01,one vote away,Ted Cruz,11,2020,11,combined-print-and-e-book-nonfiction
941,341,2020-11-01,how to be an antiracist,Ibram X. Kendi,12,2020,11,combined-print-and-e-book-nonfiction
942,342,2020-11-01,the meaning of mariah carey,Mariah Carey with Michaela Angela Davis,13,2020,11,combined-print-and-e-book-nonfiction
943,343,2020-11-01,disloyal,Michael Cohen,14,2020,11,combined-print-and-e-book-nonfiction
944,344,2020-11-01,trumpty dumpty wanted a crown,John Lithgow,15,2020,11,combined-print-and-e-book-nonfiction
945,345,2020-12-01,a promised land,Barack Obama,1,2020,12,combined-print-and-e-book-nonfiction
946,346,2020-12-01,greenlights,Matthew McConaughey,2,2020,12,combined-print-and-e-book-nonfiction
947,347,2020-12-01,dolly parton songteller,Dolly Parton with Robert K. Oermann,3,2020,12,combined-print-and-e-book-nonfiction
948,348,2020-12-01,no time like the future,Michael J. Fox,4,2020,12,combined-print-and-e-book-nonfiction
949,349,2020-12-01,frontier follies,Ree Drummond,5,2020,12,combined-print-and-e-book-nonfiction
950,350,2020-12-01,becoming,Michelle Obama,6,2020,12,combined-print-and-e-book-nonfiction
951,351,2020-12-01,caste,Isabel Wilkerson,7,2020,12,combined-print-and-e-book-nonfiction
952,352,2020-12-01,untamed,Glennon Doyle,8,2020,12,combined-print-and-e-book-nonfiction
953,353,2020-12-01,the answer is ,Alex Trebek,9,2020,12,combined-print-and-e-book-nonfiction
954,354,2020-12-01,hrh,Elizabeth Holmes,10,2020,12,combined-print-and-e-book-nonfiction
955,355,2020-12-01,the best of me,David Sedaris,11,2020,12,combined-print-and-e-book-nonfiction
956,356,2020-12-01,uncomfortable conversations with a black man,Emmanuel Acho,12,2020,12,combined-print-and-e-book-nonfiction
957,357,2020-12-01,first principles,Thomas E. Ricks,13,2020,12,combined-print-and-e-book-nonfiction
958,358,2020-12-01,my own words,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,14,2020,12,combined-print-and-e-book-nonfiction
959,359,2020-12-01,humans,Brandon Stanton,15,2020,12,combined-print-and-e-book-nonfiction
960,360,2021-01-01,a promised land,Barack Obama,1,2021,1,combined-print-and-e-book-nonfiction
961,361,2021-01-01,greenlights,Matthew McConaughey,2,2021,1,combined-print-and-e-book-nonfiction
962,362,2021-01-01,humans,Brandon Stanton,3,2021,1,combined-print-and-e-book-nonfiction
963,363,2021-01-01,bag man,Rachel Maddow and Michael Yarvitz,4,2021,1,combined-print-and-e-book-nonfiction
964,364,2021-01-01,caste,Isabel Wilkerson,5,2021,1,combined-print-and-e-book-nonfiction
965,365,2021-01-01,becoming,Michelle Obama,6,2021,1,combined-print-and-e-book-nonfiction
966,366,2021-01-01,world of wonders,Aimee Nezhukumatathil,7,2021,1,combined-print-and-e-book-nonfiction
967,367,2021-01-01,untamed,Glennon Doyle,8,2021,1,combined-print-and-e-book-nonfiction
968,368,2021-01-01,the last days of john lennon,James Patterson with Casey Sherman and Dave Wedge,9,2021,1,combined-print-and-e-book-nonfiction
969,369,2021-01-01,the splendid and the vile,Erik Larson,10,2021,1,combined-print-and-e-book-nonfiction
970,370,2021-01-01,is this anything,Jerry Seinfeld,11,2021,1,combined-print-and-e-book-nonfiction
971,371,2021-01-01,my own words,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,12,2021,1,combined-print-and-e-book-nonfiction
972,372,2021-01-01,killing crazy horse,Bill O'Reilly and Martin Dugard,13,2021,1,combined-print-and-e-book-nonfiction
973,373,2021-01-01,the mamba mentality,Kobe Bryant,14,2021,1,combined-print-and-e-book-nonfiction
974,374,2021-01-01,the answer is ,Alex Trebek,15,2021,1,combined-print-and-e-book-nonfiction
975,375,2021-02-01,a promised land,Barack Obama,1,2021,2,combined-print-and-e-book-nonfiction
976,376,2021-02-01,caste,Isabel Wilkerson,2,2021,2,combined-print-and-e-book-nonfiction
977,377,2021-02-01,greenlights,Matthew McConaughey,3,2021,2,combined-print-and-e-book-nonfiction
978,378,2021-02-01,untamed,Glennon Doyle,4,2021,2,combined-print-and-e-book-nonfiction
979,379,2021-02-01,on tyranny,Timothy Snyder,5,2021,2,combined-print-and-e-book-nonfiction
980,380,2021-02-01,becoming,Michelle Obama,6,2021,2,combined-print-and-e-book-nonfiction
981,381,2021-02-01,the body keeps the score,Bessel van der Kolk,7,2021,2,combined-print-and-e-book-nonfiction
982,382,2021-02-01,born a crime,Trevor Noah,8,2021,2,combined-print-and-e-book-nonfiction
983,383,2021-02-01,the truths we hold,Kamala Harris,9,2021,2,combined-print-and-e-book-nonfiction
984,384,2021-02-01,a swim in a pond in the rain,George Saunders,10,2021,2,combined-print-and-e-book-nonfiction
985,385,2021-02-01,how to be an antiracist,Ibram X. Kendi,11,2021,2,combined-print-and-e-book-nonfiction
986,386,2021-02-01,breath,James Nestor,12,2021,2,combined-print-and-e-book-nonfiction
987,387,2021-02-01,white fragility,Robin DiAngelo,13,2021,2,combined-print-and-e-book-nonfiction
988,388,2021-02-01,braiding sweetgrass,Robin Wall Kimmerer,14,2021,2,combined-print-and-e-book-nonfiction
989,389,2021-02-01,between the world and me,Ta-Nehisi Coates,15,2021,2,combined-print-and-e-book-nonfiction
990,390,2021-03-01,how to avoid a climate disaster,Bill Gates,1,2021,3,combined-print-and-e-book-nonfiction
991,391,2021-03-01,just as i am,Cicely Tyson with Michelle Burford,2,2021,3,combined-print-and-e-book-nonfiction
992,392,2021-03-01,the sum of us,Heather McGhee,3,2021,3,combined-print-and-e-book-nonfiction
993,393,2021-03-01,walk in my combat boots,James Patterson and Matt Eversmann with Chris Mooney,4,2021,3,combined-print-and-e-book-nonfiction
994,394,2021-03-01,caste,Isabel Wilkerson,5,2021,3,combined-print-and-e-book-nonfiction
995,395,2021-03-01,a promised land,Barack Obama,6,2021,3,combined-print-and-e-book-nonfiction
996,396,2021-03-01,between two kingdoms,Suleika Jaouad,7,2021,3,combined-print-and-e-book-nonfiction
997,397,2021-03-01,greenlights,Matthew McConaughey,8,2021,3,combined-print-and-e-book-nonfiction
998,398,2021-03-01,untamed,Glennon Doyle,9,2021,3,combined-print-and-e-book-nonfiction
999,399,2021-03-01,think again,Adam Grant,10,2021,3,combined-print-and-e-book-nonfiction
1000,400,2021-03-01,the body keeps the score,Bessel van der Kolk,11,2021,3,combined-print-and-e-book-nonfiction
1001,401,2021-03-01,four hundred souls,ted by Ibram X. Kendi and Keisha N. Blain,12,2021,3,combined-print-and-e-book-nonfiction
1002,402,2021-03-01,the daughters of kobani,Gayle Tzemach Lemmon,13,2021,3,combined-print-and-e-book-nonfiction
1003,403,2021-03-01,the black church,"Henry Louis Gates, Jr.",14,2021,3,combined-print-and-e-book-nonfiction
1004,404,2021-03-01,unmasked,Andy Ngo,15,2021,3,combined-print-and-e-book-nonfiction
1005,405,2021-04-01,this is the fire,Don Lemon,1,2021,4,combined-print-and-e-book-nonfiction
1006,406,2021-04-01,the code breaker,Walter Isaacson,2,2021,4,combined-print-and-e-book-nonfiction
1007,407,2021-04-01,greenlights,Matthew McConaughey,3,2021,4,combined-print-and-e-book-nonfiction
1008,408,2021-04-01,caste,Isabel Wilkerson,4,2021,4,combined-print-and-e-book-nonfiction
1009,409,2021-04-01,how to avoid a climate disaster,Bill Gates,5,2021,4,combined-print-and-e-book-nonfiction
1010,410,2021-04-01,the body keeps the score,Bessel van der Kolk,6,2021,4,combined-print-and-e-book-nonfiction
1011,411,2021-04-01,becoming,Michelle Obama,7,2021,4,combined-print-and-e-book-nonfiction
1012,412,2021-04-01,untamed,Glennon Doyle,8,2021,4,combined-print-and-e-book-nonfiction
1013,413,2021-04-01,a promised land,Barack Obama,9,2021,4,combined-print-and-e-book-nonfiction
1014,414,2021-04-01,think again,Adam Grant,10,2021,4,combined-print-and-e-book-nonfiction
1015,415,2021-04-01,the sum of us,Heather McGhee,11,2021,4,combined-print-and-e-book-nonfiction
1016,416,2021-04-01,just as i am,Cicely Tyson with Michelle Burford,12,2021,4,combined-print-and-e-book-nonfiction
1017,417,2021-04-01,nomadland,Jessica Bruder,13,2021,4,combined-print-and-e-book-nonfiction
1018,418,2021-04-01,uncomfortable conversations with a black man,Emmanuel Acho,14,2021,4,combined-print-and-e-book-nonfiction
1019,419,2021-04-01,walk in my combat boots,James Patterson and Matt Eversmann with Chris Mooney,15,2021,4,combined-print-and-e-book-nonfiction
1020,420,2021-05-01,on the house,John Boehner,1,2021,5,combined-print-and-e-book-nonfiction
1021,421,2021-05-01,empire of pain,Patrick Radden Keefe,2,2021,5,combined-print-and-e-book-nonfiction
1022,422,2021-05-01,the code breaker,Walter Isaacson,3,2021,5,combined-print-and-e-book-nonfiction
1023,423,2021-05-01,broken horses,Brandi Carlile,4,2021,5,combined-print-and-e-book-nonfiction
1024,424,2021-05-01,the body keeps the score,Bessel van der Kolk,5,2021,5,combined-print-and-e-book-nonfiction
1025,425,2021-05-01,greenlights,Matthew McConaughey,6,2021,5,combined-print-and-e-book-nonfiction
1026,426,2021-05-01,caste,Isabel Wilkerson,7,2021,5,combined-print-and-e-book-nonfiction
1027,427,2021-05-01,broken,Jenny Lawson,8,2021,5,combined-print-and-e-book-nonfiction
1028,428,2021-05-01,untamed,Glennon Doyle,9,2021,5,combined-print-and-e-book-nonfiction
1029,429,2021-05-01,beautiful things,Hunter Biden,10,2021,5,combined-print-and-e-book-nonfiction
1030,430,2021-05-01,finding freedom,Erin French,11,2021,5,combined-print-and-e-book-nonfiction
1031,431,2021-05-01,think again,Adam Grant,12,2021,5,combined-print-and-e-book-nonfiction
1032,432,2021-05-01,the god equation,Michio Kaku,13,2021,5,combined-print-and-e-book-nonfiction
1033,433,2021-05-01,becoming,Michelle Obama,14,2021,5,combined-print-and-e-book-nonfiction
1034,434,2021-05-01,the body,Bill Bryson,15,2021,5,combined-print-and-e-book-nonfiction
1035,435,2021-06-01,the anthropocene reviewed,John Green,1,2021,6,combined-print-and-e-book-nonfiction
1036,436,2021-06-01,zero fail,Carol Leonnig,2,2021,6,combined-print-and-e-book-nonfiction
1037,437,2021-06-01,killing the mob,Bill O'Reilly and Martin Dugard,3,2021,6,combined-print-and-e-book-nonfiction
1038,438,2021-06-01,noise,"Daniel Kahneman, Olivier Sibony and Cass R. Sunstein",4,2021,6,combined-print-and-e-book-nonfiction
1039,439,2021-06-01,what happened to you,Bruce D. Perry and Oprah Winfrey,5,2021,6,combined-print-and-e-book-nonfiction
1040,440,2021-06-01,the premonition,Michael Lewis,6,2021,6,combined-print-and-e-book-nonfiction
1041,441,2021-06-01,yearbook,Seth Rogen,7,2021,6,combined-print-and-e-book-nonfiction
1042,442,2021-06-01,the body keeps the score,Bessel van der Kolk,8,2021,6,combined-print-and-e-book-nonfiction
1043,443,2021-06-01,greenlights,Matthew McConaughey,9,2021,6,combined-print-and-e-book-nonfiction
1044,444,2021-06-01,the bomber mafia,Malcolm Gladwell,10,2021,6,combined-print-and-e-book-nonfiction
1045,445,2021-06-01,facing the mountain,Daniel James Brown,11,2021,6,combined-print-and-e-book-nonfiction
1046,446,2021-06-01,untamed,Glennon Doyle,12,2021,6,combined-print-and-e-book-nonfiction
1047,447,2021-06-01,caste,Isabel Wilkerson,13,2021,6,combined-print-and-e-book-nonfiction
1048,448,2021-06-01,killers of the flower moon,David Grann,14,2021,6,combined-print-and-e-book-nonfiction
1049,449,2021-06-01,think again,Adam Grant,15,2021,6,combined-print-and-e-book-nonfiction
1050,450,2021-07-01,killing the mob,Bill O'Reilly and Martin Dugard,1,2021,7,combined-print-and-e-book-nonfiction
1051,451,2021-07-01,live your life,Amanda Kloots with Anna Kloots,2,2021,7,combined-print-and-e-book-nonfiction
1052,452,2021-07-01,the body keeps the score,Bessel van der Kolk,3,2021,7,combined-print-and-e-book-nonfiction
1053,453,2021-07-01,greenlights,Matthew McConaughey,4,2021,7,combined-print-and-e-book-nonfiction
1054,454,2021-07-01,the bomber mafia,Malcolm Gladwell,5,2021,7,combined-print-and-e-book-nonfiction
1055,455,2021-07-01,the premonition,Michael Lewis,6,2021,7,combined-print-and-e-book-nonfiction
1056,456,2021-07-01,untamed,Glennon Doyle,7,2021,7,combined-print-and-e-book-nonfiction
1057,457,2021-07-01,what happened to you,Bruce D. Perry and Oprah Winfrey,8,2021,7,combined-print-and-e-book-nonfiction
1058,458,2021-07-01,born a crime,Trevor Noah,9,2021,7,combined-print-and-e-book-nonfiction
1059,459,2021-07-01,on juneteenth,Annette Gordon-Reed,10,2021,7,combined-print-and-e-book-nonfiction
1060,460,2021-07-01,how the word is passed,Clint Smith,11,2021,7,combined-print-and-e-book-nonfiction
1061,461,2021-07-01,in the heights finding home,"Lin-Manuel Miranda, Quiara Alegría Hudes and Jeremy McCarter",12,2021,7,combined-print-and-e-book-nonfiction
1062,462,2021-07-01,caste,Isabel Wilkerson,13,2021,7,combined-print-and-e-book-nonfiction
1063,463,2021-07-01,the anthropocene reviewed,John Green,14,2021,7,combined-print-and-e-book-nonfiction
1064,464,2021-07-01,somebodys daughter,Ashley C. Ford,15,2021,7,combined-print-and-e-book-nonfiction
1065,465,2021-08-01,american marxism,Mark R. Levin,1,2021,8,combined-print-and-e-book-nonfiction
1066,466,2021-08-01,landslide,Michael Wolff,2,2021,8,combined-print-and-e-book-nonfiction
1067,467,2021-08-01,frankly we did win this election,Michael C. Bender,3,2021,8,combined-print-and-e-book-nonfiction
1068,468,2021-08-01,how i saved the world,Jesse Watters,4,2021,8,combined-print-and-e-book-nonfiction
1069,469,2021-08-01,the body keeps the score,Bessel van der Kolk,5,2021,8,combined-print-and-e-book-nonfiction
1070,470,2021-08-01,this is your mind on plants,Michael Pollan,6,2021,8,combined-print-and-e-book-nonfiction
1071,471,2021-08-01,killing the mob,Bill O'Reilly and Martin Dugard,7,2021,8,combined-print-and-e-book-nonfiction
1072,472,2021-08-01,what happened to you,Bruce D. Perry and Oprah Winfrey,8,2021,8,combined-print-and-e-book-nonfiction
1073,473,2021-08-01,untamed,Glennon Doyle,9,2021,8,combined-print-and-e-book-nonfiction
1074,474,2021-08-01,greenlights,Matthew McConaughey,10,2021,8,combined-print-and-e-book-nonfiction
1075,475,2021-08-01,an ugly truth,Sheera Frenkel and Cecilia Kang,11,2021,8,combined-print-and-e-book-nonfiction
1076,476,2021-08-01,caste,Isabel Wilkerson,12,2021,8,combined-print-and-e-book-nonfiction
1077,477,2021-08-01,trejo,Danny Trejo with Donal Logue,13,2021,8,combined-print-and-e-book-nonfiction
1078,478,2021-08-01,crying in h mart,Michelle Zauner,14,2021,8,combined-print-and-e-book-nonfiction
1079,479,2021-08-01,braiding sweetgrass,Robin Wall Kimmerer,15,2021,8,combined-print-and-e-book-nonfiction
1080,480,2021-09-01,american marxism,Mark R. Levin,1,2021,9,combined-print-and-e-book-nonfiction
1081,481,2021-09-01,woke inc,Vivek Ramaswamy,2,2021,9,combined-print-and-e-book-nonfiction
1082,482,2021-09-01,the reckoning,Mary L. Trump,3,2021,9,combined-print-and-e-book-nonfiction
1083,483,2021-09-01,the long slide,Tucker Carlson,4,2021,9,combined-print-and-e-book-nonfiction
1084,484,2021-09-01,the body keeps the score,Bessel van der Kolk,5,2021,9,combined-print-and-e-book-nonfiction
1085,485,2021-09-01,all in,Billie Jean King with Johnette Howard and Maryanne Vollers,6,2021,9,combined-print-and-e-book-nonfiction
1086,486,2021-09-01,i alone can fix it,Carol Leonnig and Philip Rucker,7,2021,9,combined-print-and-e-book-nonfiction
1087,487,2021-09-01,greenlights,Matthew McConaughey,8,2021,9,combined-print-and-e-book-nonfiction
1088,488,2021-09-01,untamed,Glennon Doyle,9,2021,9,combined-print-and-e-book-nonfiction
1089,489,2021-09-01,braiding sweetgrass,Robin Wall Kimmerer,10,2021,9,combined-print-and-e-book-nonfiction
1090,490,2021-09-01,caste,Isabel Wilkerson,11,2021,9,combined-print-and-e-book-nonfiction
1091,491,2021-09-01,sapiens,Yuval Noah Harari,12,2021,9,combined-print-and-e-book-nonfiction
1092,492,2021-09-01,what happened to you,Bruce D. Perry and Oprah Winfrey,13,2021,9,combined-print-and-e-book-nonfiction
1093,493,2021-09-01,the premonition,Michael Lewis,14,2021,9,combined-print-and-e-book-nonfiction
1094,494,2021-09-01,crying in h mart,Michelle Zauner,15,2021,9,combined-print-and-e-book-nonfiction
1095,495,2021-10-01,american marxism,Mark R. Levin,1,2021,10,combined-print-and-e-book-nonfiction
1096,496,2021-10-01,countdown bin laden,Chris Wallace with Mitch Weiss,2,2021,10,combined-print-and-e-book-nonfiction
1097,497,2021-10-01,a huntergatherers guide to the 21st century,Heather Heying and Bret Weinstein,3,2021,10,combined-print-and-e-book-nonfiction
1098,498,2021-10-01,fuzz,Mary Roach,4,2021,10,combined-print-and-e-book-nonfiction
1099,499,2021-10-01,the body keeps the score,Bessel van der Kolk,5,2021,10,combined-print-and-e-book-nonfiction
1100,500,2021-10-01,unbound,Tarana Burke,6,2021,10,combined-print-and-e-book-nonfiction
1101,501,2021-10-01,you got anything stronger,Gabrielle Union with Kevin Carr O’Leary,7,2021,10,combined-print-and-e-book-nonfiction
1102,502,2021-10-01,wildland,Evan Osnos,8,2021,10,combined-print-and-e-book-nonfiction
1103,503,2021-10-01,where tomorrows arent promised,Carmelo Anthony with D. Watkins,9,2021,10,combined-print-and-e-book-nonfiction
1104,504,2021-10-01,braiding sweetgrass,Robin Wall Kimmerer,10,2021,10,combined-print-and-e-book-nonfiction
1105,505,2021-10-01,the long slide,Tucker Carlson,11,2021,10,combined-print-and-e-book-nonfiction
1106,506,2021-10-01,travels with george,Nathaniel Philbrick,12,2021,10,combined-print-and-e-book-nonfiction
1107,507,2021-10-01,what happened to you,Bruce D. Perry and Oprah Winfrey,13,2021,10,combined-print-and-e-book-nonfiction
1108,508,2021-10-01,beautiful country,Qian Julie Wang,14,2021,10,combined-print-and-e-book-nonfiction
1109,509,2021-10-01,the dressmakers of auschwitz,Lucy Adlington,15,2021,10,combined-print-and-e-book-nonfiction
